start_node,end_node,source,length,speed,congestion,vehicle_count,base_weight
245593073,1094432430,245593073,1190.2647012102439,30.0,0.8846970086735619,96,39.675490040341465
245593073,1094101328,245593073,25.91101633265489,30.0,0.8159295397121299,424,0.8637005444218296
245593653,3998580600,245593653,2188.815077546553,30.0,0.38066928390795185,56,72.96050258488509
245593653,3998578875,245593653,1065.501753860209,30.0,0.7690832861135319,85,35.516725128673635
245593653,7602780968,245593653,3614.936974441705,30.0,0.7097089183579548,125,120.49789914805683
245595945,1805742580,245595945,43.4916025219922,30.0,0.6962345734576281,53,1.4497200840664066
245595945,2177112641,245595945,9.367679112739642,30.0,0.08385237572965998,38,0.31225597042465475
245596045,2177185152,245596045,222.7594799015527,30.0,0.7983340310297165,257,7.425315996718424
245596045,11084825044,245596045,122.70823417373013,30.0,0.31897559697822875,90,4.090274472457671
245596045,2177185144,245596045,353.80714544282796,30.0,0.9551708461399826,482,11.793571514760933
1085238822,1085284749,1085238822,54.59086349362092,30.0,0.7067667205578443,271,1.819695449787364
1085238822,1085284627,1085238822,185.84934908985866,30.0,0.03421823237942112,181,6.194978302995289
1085238822,1085285464,1085238822,83.30048846480197,30.0,0.7704439030419195,322,2.7766829488267324
1085238837,1085238879,1085238837,206.29180738168816,30.0,0.8468115302340379,72,6.876393579389605
1085238837,1085284642,1085238837,14.194965787639159,30.0,0.8172940175787173,264,0.47316552625463865
1085238879,1085238837,1085238879,206.2918073816882,30.0,0.5027892417197612,230,6.876393579389606
1085238964,1085285516,1085238964,18.695944241351533,30.0,0.7539032190422302,20,0.6231981413783845
1085238964,1085285464,1085238964,29.479602532792995,30.0,0.769156253414666,244,0.9826534177597666
1085284563,1088218698,1085284563,154.83989859176637,30.0,0.02582318723827426,376,5.161329953058879
1085284563,1088219017,1085284563,254.8946290087133,30.0,0.014865082333595403,411,8.496487633623778
1085284622,1085284854,1085284622,25.628416615209893,30.0,0.48512970939230393,480,0.8542805538403297
1085284622,1085285063,1085284622,800.6201292417906,30.0,0.08241442205970029,196,26.687337641393018
1085284627,1085238822,1085284627,185.84934908985866,30.0,0.4268082974578835,483,6.194978302995289
1085284627,1085285091,1085284627,53.87280232754718,30.0,0.7238282134189268,30,1.7957600775849059
1085284642,1085238837,1085284642,14.194965787639159,30.0,0.32350470503442286,32,0.47316552625463865
1085284642,1085285516,1085284642,10.12080765301425,30.0,0.12592787158303198,278,0.337360255100475
1085284738,1088219017,1085284738,235.90158803400413,30.0,0.3444125217200882,493,7.863386267800138
1085284738,1085285614,1085284738,616.6016334960857,30.0,0.40988153739986066,221,20.553387783202858
1085284749,1085238822,1085284749,54.59086349362092,30.0,0.6770019936889022,170,1.819695449787364
1085284749,1085285628,1085284749,84.79864225770471,30.0,0.6587416782647831,335,2.826621408590157
1085284778,1085285121,1085284778,9.38447012008262,30.0,0.8632569723757115,389,0.3128156706694207
1085284778,1088218864,1085284778,478.5717836379974,30.0,0.4338946259367391,343,15.952392787933245
1085284778,1088670687,1085284778,856.9751507892474,30.0,0.9638885689526359,430,28.56583835964158
1085284854,1085284622,1085284854,25.628416615209893,30.0,0.4380399828605207,138,0.8542805538403297
1085284854,1085285628,1085284854,30.44652095383917,30.0,0.644633498568956,471,1.014884031794639
1085284882,1085284987,1085284882,73.43356807588357,30.0,0.9317918319217096,452,2.447785602529452
1085284882,1085285121,1085284882,71.79513690545198,30.0,0.5971028996100631,465,2.393171230181733
1085284987,1085285091,1085284987,159.5801837841763,30.0,0.7218340011131299,79,5.319339459472544
1085284987,1085284882,1085284987,73.43356807588357,30.0,0.8935540719741412,166,2.447785602529452
1085285063,1085284622,1085285063,800.6201292417904,30.0,0.9690188358570596,114,26.687337641393015
1085285091,1085284627,1085285091,53.87280232754718,30.0,0.9876836713620913,57,1.7957600775849059
1085285091,1085284987,1085285091,159.5801837841763,30.0,0.4245332101035042,407,5.319339459472544
1085285121,1085284778,1085285121,9.38447012008262,30.0,0.09972745275266748,60,0.3128156706694207
1085285121,1085284882,1085285121,71.79513690545198,30.0,0.8455709236869957,128,2.393171230181733
1085285121,1085285174,1085285121,312.42533457004225,30.0,0.1257574535026157,353,10.414177819001408
1085285174,1093547446,1085285174,785.7192540435976,30.0,0.9887118049892235,111,26.190641801453253
1085285174,1085285121,1085285174,312.42533457004225,30.0,0.2385829896155396,6,10.414177819001408
1085285236,1088218698,1085285236,34.76997984519157,30.0,0.5987708465283825,63,1.1589993281730524
1085285236,1088218864,1085285236,107.56253659202227,30.0,0.29882727763662054,382,3.585417886400742
1085285464,1085238964,1085285464,29.479602532792995,30.0,0.5297015569925271,232,0.9826534177597666
1085285464,1085238822,1085285464,83.30048846480197,30.0,0.3167124890274855,68,2.7766829488267324
1085285516,1085284642,1085285516,10.12080765301425,30.0,0.14301267235687043,203,0.337360255100475
1085285516,1085238964,1085285516,18.695944241351533,30.0,0.002428059206535882,217,0.6231981413783845
1085285614,1085284738,1085285614,616.6016334960856,30.0,0.4882277107537807,448,20.553387783202854
1085285614,6020166949,1085285614,841.4668239927817,30.0,0.7257474380977164,256,28.048894133092723
1085285628,1085284854,1085285628,30.44652095383917,30.0,0.6494820766830527,314,1.014884031794639
1085285628,1085284749,1085285628,84.79864225770471,30.0,0.03631858127806353,315,2.826621408590157
1088218698,1085285236,1088218698,34.76997984519157,30.0,0.32125823033832757,283,1.1589993281730524
1088218698,1085284563,1088218698,154.83989859176637,30.0,0.41259225884908457,313,5.161329953058879
1088218864,1085284778,1088218864,478.5717836379974,30.0,0.018000779621516694,386,15.952392787933245
1088218864,1085285236,1088218864,107.56253659202227,30.0,0.29602807676723697,315,3.585417886400742
1088219017,1085284563,1088219017,254.8946290087133,30.0,0.3598317371415708,278,8.496487633623778
1088219017,1085284738,1088219017,235.90158803400413,30.0,0.2719919057464433,134,7.863386267800138
1088670132,1088672332,1088670132,124.89166675476734,30.0,0.6727592212400195,161,4.163055558492244
1088670132,1088670687,1088670132,1581.9058790169986,30.0,0.16863896482347207,59,52.730195967233286
1088670385,1088671200,1088670385,39.68917915843157,30.0,0.35227783286282566,65,1.3229726386143856
1088670385,1088673391,1088670385,4.3480689113459245,30.0,0.4867355801110749,483,0.14493563037819748
1088670687,1088670132,1088670687,1581.9058790169988,30.0,0.26505750431847364,360,52.73019596723329
1088670687,1085284778,1088670687,856.9751507892474,30.0,0.8662055375790112,288,28.56583835964158
1088670966,1088671604,1088670966,2734.691229573757,30.0,0.07418541876997309,348,91.15637431912523
1088671200,1088672414,1088671200,35.609230262423836,30.0,0.4644268642475917,459,1.1869743420807946
1088671200,1088670385,1088671200,39.68917915843157,30.0,0.06326054579531992,57,1.3229726386143856
1088671461,1088671969,1088671461,184.1954924053212,30.0,0.3099070071327994,44,6.13984974684404
1088671461,1088672414,1088671461,48.717559073266415,30.0,0.7213841147360077,397,1.623918635775547
1088671604,2784785414,1088671604,13.629510986418309,30.0,0.5769565027964935,459,0.45431703288061026
1088671604,5344699805,1088671604,1250.0166594369844,30.0,0.7531504747101002,160,41.667221981232814
1088671604,1088671969,1088671604,727.856848551276,30.0,0.16316339837403226,28,24.261894951709202
1088671846,2784785414,1088671846,257.6359701602328,30.0,0.6512899020620605,230,8.587865672007759
1088671969,1088671461,1088671969,184.1954924053212,30.0,0.67952704874261,85,6.13984974684404
1088671969,1088671604,1088671969,727.8568485512759,30.0,0.8832518472834354,144,24.2618949517092
1088672332,1088673391,1088672332,44.29193487765427,30.0,0.07671092331790386,421,1.4763978292551423
1088672332,1088670132,1088672332,124.89166675476736,30.0,0.8862099385869293,317,4.163055558492245
1088672414,1088671200,1088672414,35.609230262423836,30.0,0.9006512007035609,60,1.1869743420807946
1088672414,1088671461,1088672414,48.717559073266415,30.0,0.47919069224286837,345,1.623918635775547
1088672687,1114983674,1088672687,65.6121609571507,30.0,0.4461029702828213,184,2.1870720319050236
1088673391,1088670385,1088673391,4.3480689113459245,30.0,0.45074420216989164,233,0.14493563037819748
1088673391,1088672332,1088673391,44.29193487765427,30.0,0.3267613548272904,441,1.4763978292551423
1093546031,1093548043,1093546031,82.37434205650041,30.0,0.8398053123159589,325,2.745811401883347
1093546031,1093547064,1093546031,40.186789589694925,30.0,0.6987118031552779,46,1.3395596529898308
1093546310,1093547339,1093546310,92.42842759596054,30.0,0.2080764259241511,303,3.080947586532018
1093546310,1094100834,1093546310,1977.065995196549,30.0,0.13620564642926536,312,65.90219983988497
1093546392,1093546980,1093546392,449.3098138996811,30.0,0.11660659778186044,293,14.976993796656037
1093546409,1093547893,1093546409,2025.6314476730163,30.0,0.2687182049868704,201,67.52104825576721
1093546409,1093547034,1093546409,319.8661747434437,30.0,0.5205416440196838,17,10.662205824781458
1093546409,1093547942,1093546409,509.42564959939193,30.0,0.9254406502200283,158,16.9808549866464
1093546581,1093548538,1093546581,367.38323302355786,30.0,0.4296218955367278,349,12.246107767451928
1093546581,1093547942,1093546581,374.43341858516897,30.0,0.7831903522555587,113,12.481113952838966
1093546798,1093548018,1093546798,9.790414714492929,30.0,0.030361246285562027,137,0.3263471571497643
1093546798,1093547985,1093546798,41.6741384134678,30.0,0.3764605513359097,197,1.3891379471155934
1093546980,1093546392,1093546980,449.3098138996811,30.0,0.7883867002205848,486,14.976993796656037
1093546980,1093547251,1093546980,657.14069516005,30.0,0.0404833249375014,222,21.904689838668332
1093546980,1093548538,1093546980,533.5238300331324,30.0,0.2522009459772919,216,17.78412766777108
1093546980,1093547792,1093546980,783.2580048016613,30.0,0.2426443763094479,155,26.108600160055378
1093547034,1093546409,1093547034,319.8661747434437,30.0,0.40274773021862464,415,10.662205824781458
1093547034,1093547723,1093547034,3346.6857172371856,30.0,0.5794188188648156,419,111.55619057457285
1093547064,1093546031,1093547064,40.186789589694925,30.0,0.29226998374914814,164,1.3395596529898308
1093547064,1093547232,1093547064,106.69407985371932,30.0,0.3672869482621528,81,3.5564693284573106
1093547232,1093547915,1093547232,8.940000469573128,30.0,0.4125648240700819,286,0.2980000156524376
1093547232,1093547064,1093547232,106.6940798537193,30.0,0.05462411440204318,135,3.55646932845731
1093547232,1093547339,1093547232,898.8172390927394,30.0,0.35416221804580406,12,29.96057463642465
1093547251,1093547700,1093547251,777.1881989918555,30.0,0.13387431272053552,274,25.906273299728518
1093547251,1093546980,1093547251,657.14069516005,30.0,0.01626921425347838,201,21.904689838668332
1093547339,1093547232,1093547339,898.8172390927396,30.0,0.12852483932212444,212,29.960574636424653
1093547339,1093546310,1093547339,92.42842759596056,30.0,0.6201486234683805,36,3.0809475865320186
1093547446,1085285174,1093547446,785.7192540435977,30.0,0.015394182638229337,393,26.190641801453257
1093547446,1093548018,1093547446,153.09152743160487,30.0,0.32757573846381205,347,5.103050914386829
1093547700,1094101415,1093547700,2311.750370571229,30.0,0.13403318732632152,116,77.05834568570762
1093547700,1093547251,1093547700,777.1881989918555,30.0,0.48577907161297385,390,25.906273299728518
1093547723,1093547034,1093547723,3346.685717237185,30.0,0.7826377549679789,237,111.55619057457284
1093547723,1101450472,1093547723,3326.7769561055516,30.0,0.867195572851916,354,110.89256520351839
1093547792,1093547893,1093547792,307.41498629067456,30.0,0.5227096234338588,21,10.247166209689151
1093547792,1093546980,1093547792,783.2580048016613,30.0,0.09800376871220529,264,26.108600160055378
1093547893,1093547915,1093547893,572.8465852392612,30.0,0.9125397555596472,136,19.094886174642042
1093547893,1093546409,1093547893,2025.631447673016,30.0,0.5145967432948148,403,67.5210482557672
1093547893,1093547792,1093547893,307.41498629067456,30.0,0.6415568389365199,459,10.247166209689151
1093547915,1093547232,1093547915,8.940000469573128,30.0,0.28178660533459543,94,0.2980000156524376
1093547915,1093547893,1093547915,572.8465852392613,30.0,0.5332805433703011,121,19.094886174642046
1093547942,1093546581,1093547942,374.43341858516897,30.0,0.7143222369418012,404,12.481113952838966
1093547942,1093546409,1093547942,509.4256495993919,30.0,0.32960839488574345,202,16.980854986646396
1093547985,1093546798,1093547985,41.6741384134678,30.0,0.15263214773378608,61,1.3891379471155934
1093547985,1093548043,1093547985,55.595376869122674,30.0,0.14037294340121276,80,1.8531792289707558
1093548018,1093546798,1093548018,9.790414714492929,30.0,0.9544940723214751,32,0.3263471571497643
1093548018,1093547446,1093548018,153.0915274316049,30.0,0.24501605695380935,226,5.10305091438683
1093548043,1093547985,1093548043,55.595376869122674,30.0,0.8123035443916164,112,1.8531792289707558
1093548043,1093546031,1093548043,82.37434205650041,30.0,0.2680040286270733,454,2.745811401883347
1093548538,1093546980,1093548538,533.5238300331324,30.0,0.4424641226506688,451,17.78412766777108
1093548538,1093546581,1093548538,367.38323302355786,30.0,0.3161529611788235,377,12.246107767451928
1094100834,1093546310,1094100834,1977.0659951965483,30.0,0.8541625850498792,372,65.90219983988494
1094100834,1094101489,1094100834,2606.3701335661117,30.0,0.14370404701148354,499,86.87900445220372
1094100853,1096561082,1094100853,173.10822877293253,30.0,0.4299156067034985,118,5.770274292431084
1094100853,1094100885,1094100853,399.7227785444315,30.0,0.2698222929390648,134,13.324092618147716
1094100885,1094101415,1094100885,31.949763499360493,30.0,0.17140236241901663,459,1.0649921166453498
1094100885,1094100853,1094100885,399.72277854443143,30.0,0.31860717300851593,206,13.324092618147715
1094101077,1094101509,1094101077,121.11241051978587,30.0,0.06675429952867196,337,4.0370803506595285
1094101077,1094101538,1094101077,48.62417144133947,30.0,0.27475496633840346,467,1.6208057147113157
1094101077,1094101328,1094101077,378.95181184716097,30.0,0.8907283613579924,165,12.631727061572033
1094101095,1094101415,1094101095,2955.4927645052558,30.0,0.8404742199446251,285,98.51642548350853
1094101095,1094101127,1094101095,154.1994255800776,30.0,0.6763018715356238,98,5.139980852669253
1094101125,1094101489,1094101125,1369.500559760554,30.0,0.3418240027678432,52,45.650018658685134
1094101125,1096561082,1094101125,826.9536319548166,30.0,0.19343292253487,88,27.565121065160554
1094101127,1094101095,1094101127,154.1994255800776,30.0,0.3691378794826585,168,5.139980852669253
1094101127,1094101570,1094101127,732.0386509199516,30.0,0.6852296921205242,173,24.401288363998386
1094101127,1094432831,1094101127,1761.1965714889566,30.0,0.05291672210082121,435,58.70655238296522
1094101300,1094101570,1094101300,621.0896969720259,30.0,0.0542880638732296,40,20.70298989906753
1094101300,1096437087,1094101300,66.0703272252839,30.0,0.09486053766372038,430,2.202344240842797
1094101328,245593073,1094101328,25.91101633265489,30.0,0.9435931348085631,54,0.8637005444218296
1094101328,1094101077,1094101328,378.951811847161,30.0,0.5942921377976159,161,12.631727061572034
1094101328,1107324560,1094101328,93.35935106765258,30.0,0.37674389778065476,297,3.111978368921753
1094101415,1094100885,1094101415,31.949763499360493,30.0,0.08927537839383559,28,1.0649921166453498
1094101415,1094101095,1094101415,2955.4927645052558,30.0,0.6730715196495111,260,98.51642548350853
1094101415,1093547700,1094101415,2311.750370571229,30.0,0.7940076625707543,377,77.05834568570762
1094101433,1096561343,1094101433,1329.0769575296883,30.0,0.14852187650335913,458,44.30256525098961
1094101489,1094100834,1094101489,2606.370133566112,30.0,0.19095148525413563,147,86.87900445220374
1094101489,1094101572,1094101489,763.4648862942294,30.0,0.969958955366088,351,25.448829543140977
1094101489,1094101125,1094101489,1369.500559760554,30.0,0.7911044303497514,200,45.650018658685134
1094101509,1094101077,1094101509,121.11241051978587,30.0,0.4779688250140426,428,4.0370803506595285
1094101509,1096437113,1094101509,1051.535699492062,30.0,0.4437107967966457,66,35.05118998306873
1094101538,1094101077,1094101538,48.62417144133947,30.0,0.43186372645368565,337,1.6208057147113157
1094101538,1097917100,1094101538,37.83437643121077,30.0,0.5087695088018047,18,1.261145881040359
1094101545,1096437557,1094101545,8.495850739729747,30.0,0.7912180027881931,479,0.2831950246576582
1094101545,1096437113,1094101545,47.263914899804476,30.0,0.6322136433295795,480,1.5754638299934824
1094101545,1096437232,1094101545,553.8702078118298,30.0,0.5889310280822907,127,18.462340260394328
1094101570,1094101127,1094101570,732.0386509199516,30.0,0.6726637939365766,280,24.401288363998386
1094101570,1094101300,1094101570,621.0896969720259,30.0,0.2147405962533665,372,20.70298989906753
1094101572,2784785397,1094101572,8.10294902954031,30.0,0.7731007948908716,14,0.270098300984677
1094101572,1096927229,1094101572,1616.693587473605,30.0,0.9245861852931954,440,53.88978624912017
1094101572,1094101489,1094101572,763.4648862942295,30.0,0.2102123951427689,211,25.44882954314098
1094431253,1094432831,1094431253,1103.777778373273,30.0,0.54255213287702,281,36.79259261244243
